,date,day_quarter,kwh
885,6/2015,3.0,688350.0
886,6/2015,1.0,688401.0
887,6/2015,1.0,688470.0
888,6/2015,1.0,688546.0
889,6/2015,1.0,688631.0
890,6/2015,1.0,688714.0
891,6/2015,1.0,688806.0
892,6/2015,1.0,688902.0
893,6/2015,1.0,689003.0
894,6/2015,1.0,689116.0
895,6/2015,1.0,689228.0
896,6/2015,1.0,689338.0
897,6/2015,1.0,689451.0
898,6/2015,1.0,689561.0
899,6/2015,1.0,689661.0
900,6/2015,1.0,689763.0
901,6/2015,1.0,689852.0
902,6/2015,1.0,689935.0
903,6/2015,1.0,690011.0
904,6/2015,2.0,690084.0
905,6/2015,2.0,690153.0
906,6/2015,2.0,690218.0
907,6/2015,2.0,690286.0
908,6/2015,2.0,690365.0
909,6/2015,2.0,690451.0
910,6/2015,2.0,690542.0
911,6/2015,2.0,690639.0
912,6/2015,2.0,690741.0
913,6/2015,2.0,690849.0
914,6/2015,2.0,690952.0
915,6/2015,2.0,691049.0
916,6/2015,2.0,691146.0
917,6/2015,2.0,691253.0
918,6/2015,2.0,691363.0
919,6/2015,2.0,691476.0
920,6/2015,2.0,691589.0
921,6/2015,3.0,691697.0
922,6/2015,3.0,691790.0
923,6/2015,3.0,691879.0
924,6/2015,3.0,691958.0
925,6/2015,3.0,692030.0
926,6/2015,3.0,692098.0
927,6/2015,3.0,692165.0
928,6/2015,3.0,692233.0
929,6/2015,3.0,692300.0
930,6/2015,3.0,692367.0
931,6/2015,3.0,692434.0
932,6/2015,3.0,692497.0
933,6/2015,3.0,692563.0
934,6/2015,3.0,692626.0
935,6/2015,3.0,692687.0
936,6/2015,3.0,692742.0
937,6/2015,3.0,692794.0
938,6/2015,3.0,692845.0
939,6/2015,,692894.0
940,6/2015,,692943.0
941,6/2015,,692990.0
942,6/2015,,693036.0
943,6/2015,1.0,693070.0
944,6/2015,1.0,693122.0
945,6/2015,1.0,693185.0
946,6/2015,1.0,693248.0
947,6/2015,1.0,693314.0
948,6/2015,1.0,693385.0
949,6/2015,1.0,693463.0
950,6/2015,1.0,693553.0
951,6/2015,1.0,693644.0
952,6/2015,1.0,693740.0
953,6/2015,1.0,693834.0
954,6/2015,3.0,693994.0
955,6/2015,3.0,694095.0
956,6/2015,3.0,694171.0
957,6/2015,3.0,694258.0
958,6/2015,3.0,694347.0
959,6/2015,3.0,694443.0
960,6/2015,3.0,694540.0
961,6/2015,3.0,694631.0
962,6/2015,3.0,694725.0
963,6/2015,3.0,694817.0
964,6/2015,3.0,694909.0
965,6/2015,3.0,694998.0
966,6/2015,3.0,695090.0
967,6/2015,3.0,695181.0
968,6/2015,3.0,695269.0
969,6/2015,,695354.0
970,6/2015,,695438.0
971,6/2015,,695523.0
972,6/2015,,695605.0
973,6/2015,,695686.0
974,6/2015,,695764.0
975,6/2015,,695832.0
976,6/2015,,695900.0
977,6/2015,,695965.0
978,6/2015,,696030.0
979,6/2015,,696093.0
980,6/2015,,696158.0
981,6/2015,,696222.0
982,6/2015,2.0,696285.0
983,6/2015,2.0,696348.0
984,6/2015,2.0,696412.0
985,6/2015,2.0,696475.0
986,6/2015,2.0,696538.0
987,6/2015,2.0,696600.0
988,6/2015,2.0,696661.0
989,6/2015,2.0,696723.0
990,6/2015,2.0,696784.0
991,6/2015,2.0,696846.0
992,6/2015,2.0,696909.0
993,6/2015,2.0,696971.0
994,6/2015,2.0,697033.0
995,6/2015,2.0,697092.0
996,6/2015,2.0,697151.0
997,6/2015,2.0,697211.0
998,6/2015,2.0,697269.0
999,6/2015,2.0,697327.0
1000,6/2015,2.0,697387.0
1001,6/2015,2.0,697454.0
1002,6/2015,2.0,697520.0
1003,6/2015,2.0,697588.0
1004,6/2015,2.0,697655.0
1005,6/2015,2.0,697721.0
1006,6/2015,2.0,697786.0
1007,6/2015,2.0,697850.0
1008,6/2015,2.0,697910.0
1009,6/2015,2.0,697966.0
1010,6/2015,2.0,698023.0
1011,6/2015,2.0,698080.0
1012,6/2015,2.0,698139.0
1013,6/2015,2.0,698198.0
1014,6/2015,2.0,698259.0
1015,6/2015,2.0,698324.0
1016,6/2015,1.0,698396.0
1017,6/2015,1.0,698468.0
1018,6/2015,1.0,698549.0
1019,6/2015,1.0,698642.0
1020,6/2015,1.0,698738.0
1021,6/2015,1.0,698845.0
1022,6/2015,1.0,698960.0
1023,6/2015,1.0,699074.0
1024,6/2015,1.0,699194.0
1025,6/2015,1.0,699316.0
1026,6/2015,1.0,699408.0
1027,6/2015,1.0,699490.0
1028,6/2015,1.0,699600.0
1029,6/2015,1.0,699721.0
1030,6/2015,1.0,699841.0
1031,6/2015,1.0,699968.0
1032,6/2015,1.0,700071.0
1033,6/2015,1.0,700202.0
1034,6/2015,1.0,700334.0
1035,6/2015,1.0,700460.0
1036,6/2015,1.0,700585.0
1037,6/2015,1.0,700706.0
1038,6/2015,2.0,700811.0
1039,6/2015,2.0,700909.0
1040,6/2015,2.0,701000.0
1041,6/2015,2.0,701105.0
1042,6/2015,2.0,701215.0
1043,6/2015,2.0,701329.0
1044,6/2015,2.0,701444.0
1045,6/2015,2.0,701560.0
1046,6/2015,2.0,701673.0
1047,6/2015,2.0,701783.0
1048,6/2015,2.0,701891.0
1049,6/2015,2.0,701993.0
1050,6/2015,2.0,702095.0
1051,6/2015,2.0,702200.0
1052,6/2015,2.0,702303.0
1053,6/2015,2.0,702405.0
1054,6/2015,2.0,702500.0
1055,6/2015,3.0,702591.0
1056,6/2015,3.0,702689.0
1057,6/2015,3.0,702798.0
1058,6/2015,3.0,702903.0
1059,6/2015,3.0,703008.0
1060,6/2015,3.0,703109.0
1061,6/2015,3.0,703208.0
1062,6/2015,3.0,703304.0
1063,6/2015,3.0,703401.0
1064,6/2015,3.0,703498.0
1065,6/2015,3.0,703590.0
1066,6/2015,3.0,703679.0
1067,6/2015,3.0,703768.0
1068,6/2015,3.0,703858.0
1069,6/2015,3.0,703947.0
1070,6/2015,3.0,704031.0
1071,6/2015,3.0,704114.0
1072,6/2015,,704193.0
1073,6/2015,,704270.0
1074,6/2015,,704344.0
1075,6/2015,,704420.0
1076,6/2015,,704491.0
1077,6/2015,,704561.0
1078,6/2015,,704628.0
1079,6/2015,,704694.0
1080,6/2015,,704761.0
1081,6/2015,,704825.0
1082,6/2015,,704884.0
1083,6/2015,,704946.0
1084,6/2015,,705006.0
1085,6/2015,2.0,705065.0
1086,6/2015,2.0,705124.0
1087,6/2015,2.0,705183.0
1088,6/2015,2.0,705242.0
1089,6/2015,2.0,705298.0
1090,6/2015,2.0,705356.0
1091,6/2015,2.0,705414.0
1092,6/2015,2.0,705470.0
1093,6/2015,2.0,705526.0
1094,6/2015,2.0,705581.0
1095,6/2015,2.0,705636.0
1096,6/2015,2.0,705691.0
1097,6/2015,2.0,705745.0
1098,6/2015,2.0,705801.0
1099,6/2015,2.0,705856.0
1100,6/2015,2.0,705911.0
1101,6/2015,2.0,705964.0
1102,6/2015,2.0,706022.0
1103,6/2015,2.0,706083.0
1104,6/2015,2.0,706143.0
1105,6/2015,2.0,706199.0
1106,6/2015,2.0,706259.0
1107,6/2015,2.0,706317.0
1108,6/2015,2.0,706370.0
1109,6/2015,2.0,706421.0
1110,6/2015,2.0,706472.0
1111,6/2015,2.0,706542.0
1112,6/2015,2.0,706583.0
1113,6/2015,2.0,706624.0
1114,6/2015,2.0,706671.0
1115,6/2015,2.0,706720.0
1116,6/2015,2.0,706774.0
1117,6/2015,2.0,706832.0
1118,6/2015,1.0,706890.0
1119,6/2015,1.0,706946.0
1120,6/2015,1.0,707006.0
1121,6/2015,1.0,707064.0
1122,6/2015,1.0,707127.0
1123,6/2015,1.0,707191.0
1124,6/2015,1.0,707255.0
1125,6/2015,1.0,707323.0
1126,6/2015,1.0,707397.0
1127,6/2015,1.0,707476.0
1128,6/2015,1.0,707549.0
1129,6/2015,1.0,707625.0
1130,6/2015,1.0,707705.0
1131,6/2015,1.0,707789.0
1132,6/2015,1.0,707873.0
1133,6/2015,1.0,707961.0
1134,6/2015,1.0,708049.0
1135,6/2015,1.0,708140.0
1136,6/2015,1.0,708227.0
1137,6/2015,1.0,708319.0
1138,6/2015,1.0,708410.0
1139,6/2015,2.0,708494.0
1140,6/2015,2.0,708577.0
1141,6/2015,2.0,708653.0
1142,6/2015,2.0,708725.0
1143,6/2015,2.0,708801.0
1144,6/2015,2.0,708881.0
1145,6/2015,2.0,708962.0
1146,6/2015,2.0,709043.0
1147,6/2015,2.0,709122.0
1148,6/2015,2.0,709202.0
1149,6/2015,2.0,709281.0
1150,6/2015,2.0,709358.0
1151,6/2015,2.0,709438.0
1152,6/2015,2.0,709518.0
1153,6/2015,2.0,709595.0
1154,6/2015,2.0,709676.0
1155,6/2015,2.0,709754.0
1156,6/2015,3.0,709838.0
1157,6/2015,3.0,709924.0
1158,6/2015,3.0,710013.0
1159,6/2015,3.0,710105.0
1160,6/2015,3.0,710193.0
1161,6/2015,3.0,710280.0
1162,6/2015,3.0,710365.0
1163,6/2015,3.0,710453.0
1164,6/2015,3.0,710541.0
1165,6/2015,3.0,710628.0
1166,6/2015,3.0,710710.0
1167,6/2015,3.0,710795.0
1168,6/2015,3.0,710881.0
1169,6/2015,3.0,710963.0
1170,6/2015,3.0,711041.0
1171,6/2015,3.0,711117.0
1172,6/2015,3.0,711192.0
1173,6/2015,,711266.0
1174,6/2015,,711338.0
1175,6/2015,,711409.0
1176,6/2015,,711482.0
1177,6/2015,,711552.0
1178,6/2015,,711617.0
1179,6/2015,,711685.0
1180,6/2015,,711747.0
1181,6/2015,,711812.0
1182,6/2015,,711873.0
1183,6/2015,,711933.0
1184,6/2015,,711992.0
1185,6/2015,,712049.0
1186,6/2015,2.0,712108.0
1187,6/2015,2.0,712165.0
1188,6/2015,2.0,712223.0
1189,6/2015,2.0,712282.0
1190,6/2015,2.0,712341.0
1191,6/2015,2.0,712398.0
1192,6/2015,2.0,712454.0
1193,6/2015,2.0,712509.0
1194,6/2015,2.0,712564.0
1195,6/2015,2.0,712618.0
1196,6/2015,2.0,712671.0
1197,6/2015,2.0,712726.0
1198,6/2015,2.0,712780.0
1199,6/2015,2.0,712833.0
1200,6/2015,2.0,712887.0
1201,6/2015,2.0,712939.0
1202,6/2015,2.0,712992.0
1203,6/2015,2.0,713051.0
1204,6/2015,2.0,713111.0
1205,6/2015,2.0,713169.0
1206,6/2015,2.0,713228.0
1207,6/2015,2.0,713286.0
1208,6/2015,2.0,713344.0
1209,6/2015,2.0,713398.0
1210,6/2015,2.0,713451.0
1211,6/2015,2.0,713504.0
1212,6/2015,2.0,713557.0
1213,6/2015,2.0,713611.0
1214,6/2015,2.0,713663.0
1215,6/2015,2.0,713715.0
1216,6/2015,2.0,713769.0
1217,6/2015,2.0,713822.0
1218,6/2015,2.0,713876.0
1219,6/2015,2.0,713930.0
1220,6/2015,2.0,713987.0
1221,6/2015,1.0,714045.0
1222,6/2015,1.0,714097.0
1223,6/2015,1.0,714149.0
1224,6/2015,1.0,714201.0
1225,6/2015,1.0,714255.0
1226,6/2015,1.0,714309.0
1227,6/2015,1.0,714368.0
1228,6/2015,1.0,714424.0
1229,6/2015,1.0,714485.0
1230,6/2015,1.0,714548.0
1231,6/2015,1.0,714609.0
1232,6/2015,1.0,714670.0
1233,6/2015,1.0,714735.0
1234,6/2015,1.0,714799.0
1235,6/2015,1.0,714865.0
1236,6/2015,1.0,714933.0
1237,6/2015,1.0,715000.0
1238,6/2015,1.0,715073.0
1239,6/2015,1.0,715147.0
1240,6/2015,1.0,715222.0
1241,6/2015,1.0,715295.0
1242,6/2015,2.0,715362.0
1243,6/2015,2.0,715431.0
1244,6/2015,2.0,715504.0
1245,6/2015,2.0,715575.0
1246,6/2015,2.0,715646.0
1247,6/2015,2.0,715716.0
1248,6/2015,2.0,715790.0
1249,6/2015,2.0,715863.0
1250,6/2015,2.0,715938.0
1251,6/2015,2.0,716013.0
1252,6/2015,2.0,716091.0
1253,6/2015,2.0,716171.0
1254,6/2015,2.0,716247.0
1255,6/2015,2.0,716323.0
1256,6/2015,2.0,716405.0
1257,6/2015,2.0,716482.0
1258,6/2015,2.0,716560.0
1259,6/2015,3.0,716639.0
1260,6/2015,3.0,716717.0
1261,6/2015,3.0,716795.0
1262,6/2015,3.0,716881.0
1263,6/2015,3.0,716965.0
1264,6/2015,3.0,717053.0
1265,6/2015,3.0,717136.0
1266,6/2015,3.0,717223.0
1267,6/2015,3.0,717312.0
1268,6/2015,3.0,717407.0
1269,6/2015,3.0,717503.0
1270,6/2015,3.0,717596.0
1271,6/2015,3.0,717689.0
1272,6/2015,3.0,717780.0
1273,6/2015,3.0,717866.0
1274,6/2015,3.0,717950.0
1275,6/2015,3.0,718029.0
1276,6/2015,,718104.0
1277,6/2015,,718180.0
1278,6/2015,,718260.0
1279,6/2015,,718339.0
1280,6/2015,,718411.0
1281,6/2015,,718480.0
1282,6/2015,,718544.0
1283,6/2015,,718608.0
1284,6/2015,,718671.0
1285,6/2015,,718794.0
1286,6/2015,,718856.0
1287,6/2015,,718919.0
1288,6/2015,2.0,718979.0
1289,6/2015,2.0,719041.0
1290,6/2015,2.0,719100.0
1291,6/2015,2.0,719156.0
1292,6/2015,2.0,719212.0
1293,6/2015,2.0,719268.0
1294,6/2015,2.0,719324.0
1295,6/2015,2.0,719379.0
1296,6/2015,2.0,719435.0
1297,6/2015,2.0,719490.0
1298,6/2015,2.0,719544.0
1299,6/2015,2.0,719599.0
1300,6/2015,2.0,719653.0
1301,6/2015,2.0,719708.0
1302,6/2015,2.0,719762.0
1303,6/2015,2.0,719815.0
1304,6/2015,2.0,719868.0
1305,6/2015,2.0,719922.0
1306,6/2015,2.0,719976.0
1307,6/2015,2.0,720030.0
1308,6/2015,2.0,720092.0
1309,6/2015,2.0,720154.0
1310,6/2015,2.0,720216.0
1311,6/2015,2.0,720276.0
1312,6/2015,2.0,720336.0
1313,6/2015,2.0,720394.0
1314,6/2015,2.0,720450.0
1315,6/2015,2.0,720502.0
1316,6/2015,2.0,720556.0
1317,6/2015,2.0,720608.0
1318,6/2015,2.0,720662.0
1319,6/2015,2.0,720719.0
1320,6/2015,2.0,720781.0
1321,6/2015,2.0,720843.0
1322,6/2015,1.0,720911.0
1323,6/2015,1.0,720993.0
1324,6/2015,1.0,721085.0
1325,6/2015,1.0,721189.0
1326,6/2015,1.0,721305.0
1327,6/2015,1.0,721428.0
1328,6/2015,1.0,721555.0
1329,6/2015,1.0,721687.0
1330,6/2015,1.0,721823.0
1331,6/2015,1.0,721965.0
1332,6/2015,1.0,722113.0
1333,6/2015,1.0,722262.0
1334,6/2015,1.0,722411.0
1335,6/2015,1.0,722560.0
1336,6/2015,1.0,722709.0
1337,6/2015,1.0,722848.0
1338,6/2015,1.0,722960.0
1339,6/2015,1.0,723085.0
1340,6/2015,1.0,723211.0
1341,6/2015,1.0,723338.0
1342,6/2015,1.0,723460.0
1343,6/2015,1.0,723574.0
1344,6/2015,2.0,723682.0
1345,6/2015,2.0,723784.0
1346,6/2015,2.0,723868.0
1347,6/2015,2.0,723964.0
1348,6/2015,2.0,724082.0
1349,6/2015,2.0,724219.0
1350,6/2015,2.0,724364.0
1351,6/2015,2.0,724493.0
1352,6/2015,2.0,724631.0
1353,6/2015,2.0,724769.0
1354,6/2015,2.0,724854.0
1355,6/2015,2.0,724939.0
1356,6/2015,2.0,725019.0
1357,6/2015,2.0,725094.0
1358,6/2015,2.0,725168.0
1359,6/2015,2.0,725250.0
1360,6/2015,2.0,725333.0
1361,6/2015,3.0,725418.0
1362,6/2015,3.0,725496.0
1363,6/2015,3.0,725579.0
1364,6/2015,3.0,725660.0
1365,6/2015,3.0,725737.0
1366,6/2015,3.0,725813.0
1367,6/2015,3.0,725881.0
1368,6/2015,3.0,725948.0
1369,6/2015,3.0,726017.0
1370,6/2015,3.0,726086.0
1371,6/2015,3.0,726151.0
1372,6/2015,3.0,726216.0
1373,6/2015,3.0,726289.0
1374,6/2015,3.0,726359.0
1375,6/2015,3.0,726426.0
1376,6/2015,3.0,726486.0
1377,6/2015,3.0,726538.0
1378,6/2015,1.0,726570.0
1379,6/2015,1.0,726605.0
1380,6/2015,1.0,726662.0
1381,6/2015,1.0,726740.0
1382,6/2015,1.0,726825.0
1383,6/2015,1.0,726919.0
1384,6/2015,1.0,727013.0
1385,6/2015,1.0,727110.0
1386,6/2015,1.0,727205.0
1387,6/2015,1.0,727294.0
1388,6/2015,1.0,727386.0
1389,6/2015,1.0,727494.0
1390,6/2015,1.0,727603.0
1391,6/2015,1.0,727718.0
1392,6/2015,1.0,727834.0
1393,6/2015,1.0,727943.0
1394,6/2015,1.0,728045.0
1395,6/2015,1.0,728145.0
1396,6/2015,1.0,728239.0
1397,6/2015,1.0,728325.0
1398,6/2015,1.0,728409.0
1399,6/2015,2.0,728489.0
1400,6/2015,2.0,728570.0
1401,6/2015,2.0,728647.0
1402,6/2015,2.0,728721.0
1403,6/2015,2.0,728795.0
1404,6/2015,2.0,728880.0
1405,6/2015,2.0,728969.0
1406,6/2015,2.0,729061.0
1407,6/2015,2.0,729156.0
1408,6/2015,2.0,729252.0
1409,6/2015,2.0,729347.0
1410,6/2015,2.0,729440.0
1411,6/2015,2.0,729540.0
1412,6/2015,2.0,729645.0
1413,6/2015,2.0,729752.0
1414,6/2015,2.0,729859.0
1415,6/2015,2.0,729961.0
1416,6/2015,2.0,730059.0
1417,6/2015,3.0,730155.0
1418,6/2015,3.0,730245.0
1419,6/2015,3.0,730327.0
1420,6/2015,3.0,730394.0
1421,6/2015,1.0,730438.0
1422,6/2015,1.0,730521.0
1423,6/2015,1.0,730612.0
1424,6/2015,1.0,730703.0
1425,6/2015,1.0,730802.0
1426,6/2015,1.0,730899.0
1427,6/2015,1.0,731004.0
1428,6/2015,1.0,731113.0
1429,6/2015,1.0,731227.0
1430,6/2015,1.0,731340.0
1431,6/2015,1.0,731454.0
1432,6/2015,1.0,731576.0
1433,6/2015,1.0,731688.0
1434,6/2015,1.0,731796.0
1435,6/2015,1.0,731896.0
1436,6/2015,1.0,731996.0
1437,6/2015,1.0,732098.0
1438,6/2015,1.0,732195.0
1439,6/2015,2.0,732285.0
1440,6/2015,2.0,732373.0
1441,6/2015,2.0,732460.0
1442,6/2015,2.0,732547.0
1443,6/2015,2.0,732647.0
1444,6/2015,2.0,732757.0
1445,6/2015,2.0,732871.0
1446,6/2015,2.0,732985.0
1447,6/2015,2.0,733102.0
1448,6/2015,2.0,733223.0
1449,6/2015,2.0,733345.0
1450,6/2015,2.0,733458.0
1451,6/2015,2.0,733562.0
1452,6/2015,2.0,733672.0
1453,6/2015,2.0,733784.0
1454,6/2015,2.0,733891.0
1455,6/2015,2.0,733994.0
1456,6/2015,3.0,734092.0
1457,6/2015,3.0,734188.0
1458,6/2015,3.0,734279.0
1459,6/2015,3.0,734366.0
1460,6/2015,3.0,734442.0
1461,6/2015,3.0,734515.0
1462,6/2015,3.0,734591.0
1463,6/2015,3.0,734688.0
1464,6/2015,3.0,734762.0
1465,6/2015,3.0,734835.0
1466,6/2015,3.0,734906.0
1467,6/2015,3.0,734975.0
1468,6/2015,3.0,735044.0
1469,6/2015,3.0,735112.0
1470,6/2015,3.0,735181.0
1471,6/2015,3.0,735246.0
1472,6/2015,3.0,735304.0
1473,6/2015,,735353.0
1474,6/2015,1.0,735412.0
1475,6/2015,1.0,735476.0
1476,6/2015,1.0,735547.0
1477,6/2015,1.0,735619.0
1478,6/2015,1.0,735697.0
1479,6/2015,1.0,735780.0
1480,6/2015,1.0,735877.0
1481,6/2015,1.0,735982.0
1482,6/2015,1.0,736087.0
1483,6/2015,1.0,736188.0
1484,6/2015,1.0,736288.0
1485,6/2015,1.0,736383.0
1486,6/2015,1.0,736475.0
1487,6/2015,1.0,736563.0
1488,6/2015,1.0,736651.0
1489,6/2015,1.0,736742.0
1490,6/2015,1.0,736826.0
1491,6/2015,2.0,736910.0
1492,6/2015,2.0,736992.0
1493,6/2015,2.0,737070.0
1494,6/2015,2.0,737151.0
1495,6/2015,2.0,737237.0
1496,6/2015,2.0,737327.0
1497,6/2015,2.0,737421.0
1498,6/2015,2.0,737520.0
1499,6/2015,2.0,737621.0
1500,6/2015,2.0,737726.0
1501,6/2015,2.0,737826.0
1502,6/2015,2.0,737929.0
1503,6/2015,2.0,738031.0
1504,6/2015,2.0,738130.0
1505,6/2015,2.0,738226.0
1506,6/2015,2.0,738318.0
1507,6/2015,2.0,738412.0
1508,6/2015,3.0,738499.0
1509,6/2015,3.0,738582.0
1510,6/2015,3.0,738673.0
1511,6/2015,3.0,738760.0
1512,6/2015,3.0,738842.0
1513,6/2015,3.0,738919.0
1514,6/2015,3.0,738997.0
1515,6/2015,3.0,739066.0
1516,6/2015,3.0,739132.0
1517,6/2015,3.0,739199.0
1518,6/2015,3.0,739268.0
1519,6/2015,3.0,739339.0
1520,6/2015,3.0,739409.0
1521,6/2015,3.0,739477.0
1522,6/2015,3.0,739541.0
1523,6/2015,3.0,739597.0
1524,6/2015,3.0,739650.0
1525,6/2015,,739701.0
1526,6/2015,,739703.0
1527,6/2015,,739703.0
1528,6/2015,,739703.0
1529,6/2015,1.0,739734.0
1530,6/2015,1.0,739790.0
1531,6/2015,1.0,739855.0
1532,6/2015,1.0,739934.0
1533,6/2015,1.0,740024.0
1534,6/2015,1.0,740126.0
1535,6/2015,1.0,740231.0
1536,6/2015,1.0,740339.0
1537,6/2015,1.0,740443.0
1538,6/2015,1.0,740543.0
1539,6/2015,1.0,740643.0
1540,6/2015,1.0,740735.0
1541,6/2015,1.0,740825.0
1542,6/2015,1.0,740915.0
1543,6/2015,1.0,741007.0
1544,6/2015,1.0,741100.0
1545,6/2015,1.0,741191.0
1546,6/2015,1.0,741277.0
1547,6/2015,2.0,741363.0
1548,6/2015,2.0,741450.0
1549,6/2015,2.0,741529.0
1550,6/2015,2.0,741611.0
1551,6/2015,2.0,741697.0
1552,6/2015,2.0,741787.0
1553,6/2015,2.0,741883.0
1554,6/2015,2.0,741986.0
1555,6/2015,2.0,742090.0
1556,6/2015,2.0,742193.0
1557,6/2015,2.0,742293.0
1558,6/2015,2.0,742390.0
1559,6/2015,2.0,742488.0
1560,6/2015,2.0,742582.0
1561,6/2015,2.0,742670.0
1562,6/2015,2.0,742747.0
1563,6/2015,2.0,742825.0
1564,6/2015,3.0,742899.0
1565,6/2015,3.0,742977.0
1566,6/2015,3.0,743050.0
1567,6/2015,3.0,743121.0
1568,6/2015,3.0,743193.0
1569,6/2015,3.0,743264.0
1570,6/2015,3.0,743335.0
1571,6/2015,3.0,743439.0
1572,6/2015,3.0,743545.0
1573,6/2015,3.0,743650.0
1574,6/2015,3.0,743754.0
1575,6/2015,3.0,743854.0
1576,6/2015,3.0,743946.0
1577,6/2015,3.0,744040.0
1578,6/2015,3.0,744126.0
1579,6/2015,3.0,744208.0
1580,6/2015,3.0,744288.0
1581,6/2015,,744365.0
1582,6/2015,,744445.0
1583,6/2015,,744525.0
1584,6/2015,,744601.0
1585,6/2015,,744675.0
1586,6/2015,,744745.0
1587,6/2015,,744814.0
1588,6/2015,,744883.0
1589,6/2015,,744952.0
1590,6/2015,,745020.0
1591,6/2015,,745089.0
1592,6/2015,,745156.0
1593,6/2015,,745223.0
1594,6/2015,2.0,745290.0
1595,6/2015,2.0,745354.0
1596,6/2015,2.0,745418.0
1597,6/2015,2.0,745482.0
1598,6/2015,2.0,745545.0
1599,6/2015,2.0,745607.0
1600,6/2015,2.0,745666.0
1601,6/2015,2.0,745726.0
1602,6/2015,2.0,745786.0
1603,6/2015,2.0,745845.0
1604,6/2015,2.0,745903.0
1605,6/2015,2.0,745962.0
1606,6/2015,2.0,746018.0
1607,6/2015,2.0,746076.0
1608,6/2015,2.0,746131.0
1609,6/2015,2.0,746188.0
1610,6/2015,2.0,746244.0
1611,6/2015,2.0,746309.0
1612,6/2015,2.0,746371.0
1613,6/2015,2.0,746435.0
1614,6/2015,2.0,746498.0
1615,6/2015,2.0,746559.0
1616,6/2015,2.0,746623.0
1617,6/2015,2.0,746682.0
1618,6/2015,2.0,746736.0
1619,6/2015,2.0,746790.0
1620,6/2015,2.0,746843.0
1621,6/2015,2.0,746895.0
1622,6/2015,2.0,746946.0
1623,6/2015,2.0,746999.0
1624,6/2015,2.0,747057.0
1625,6/2015,2.0,747120.0
1626,6/2015,2.0,747185.0
1627,6/2015,2.0,747251.0
1628,6/2015,1.0,747317.0
1629,6/2015,1.0,747386.0
1630,6/2015,1.0,747454.0
1631,6/2015,1.0,747528.0
1632,6/2015,1.0,747600.0
1633,6/2015,1.0,747677.0
1634,6/2015,1.0,747757.0
1635,6/2015,1.0,747815.0
1636,6/2015,1.0,747894.0
1637,6/2015,1.0,747980.0
1638,6/2015,1.0,748072.0
1639,6/2015,1.0,748168.0
1640,6/2015,1.0,748276.0
1641,6/2015,1.0,748382.0
1642,6/2015,1.0,748491.0
1643,6/2015,1.0,748599.0
1644,6/2015,1.0,748703.0
1645,6/2015,1.0,748800.0
1646,6/2015,1.0,748897.0
1647,6/2015,1.0,748999.0
1648,6/2015,1.0,749102.0
1649,6/2015,2.0,749209.0
1650,6/2015,2.0,749314.0
1651,6/2015,2.0,749414.0
1652,6/2015,2.0,749514.0
1653,6/2015,2.0,749615.0
1654,6/2015,2.0,749724.0
1655,6/2015,2.0,749808.0
1656,6/2015,2.0,749904.0
1657,6/2015,2.0,750006.0
1658,6/2015,2.0,750112.0
1659,6/2015,2.0,750220.0
1660,6/2015,2.0,750330.0
1661,6/2015,2.0,750439.0
1662,6/2015,2.0,750542.0
1663,6/2015,2.0,750642.0
1664,6/2015,2.0,750743.0
1665,6/2015,2.0,750839.0
1666,6/2015,3.0,750932.0
1667,6/2015,3.0,751028.0
1668,6/2015,3.0,751119.0
1669,6/2015,3.0,751207.0
1670,6/2015,3.0,751296.0
1671,6/2015,3.0,751380.0
1672,6/2015,3.0,751466.0
1673,6/2015,3.0,751552.0
1674,6/2015,3.0,751649.0
1675,6/2015,3.0,751741.0
1676,6/2015,3.0,751831.0
1677,6/2015,3.0,751920.0
1678,6/2015,3.0,752010.0
1679,6/2015,3.0,752102.0
1680,6/2015,3.0,752196.0
1681,6/2015,3.0,752284.0
1682,6/2015,3.0,752372.0
1683,6/2015,3.0,752454.0
1684,6/2015,,752535.0
1685,6/2015,,752618.0
1686,6/2015,,752702.0
1687,6/2015,,752783.0
1688,6/2015,,752862.0
1689,6/2015,,752936.0
1690,6/2015,,753006.0
1691,6/2015,,753072.0
1692,6/2015,,753136.0
1693,6/2015,,753201.0
1694,6/2015,,753266.0
1695,6/2015,,753330.0
1696,6/2015,2.0,753391.0
1697,6/2015,2.0,753451.0
1698,6/2015,2.0,753509.0
1699,6/2015,2.0,753570.0
1700,6/2015,2.0,753631.0
1701,6/2015,2.0,753694.0
1702,6/2015,2.0,753754.0
1703,6/2015,2.0,753813.0
1704,6/2015,2.0,753872.0
1705,6/2015,2.0,753932.0
1706,6/2015,2.0,753991.0
1707,6/2015,2.0,754050.0
1708,6/2015,2.0,754107.0
1709,6/2015,2.0,754164.0
1710,6/2015,2.0,754219.0
1711,6/2015,2.0,754274.0
1712,6/2015,2.0,754329.0
1713,6/2015,2.0,754385.0
1714,6/2015,2.0,754439.0
1715,6/2015,2.0,754495.0
1716,6/2015,2.0,754553.0
1717,6/2015,2.0,754616.0
1718,6/2015,2.0,754678.0
1719,6/2015,2.0,754739.0
1720,6/2015,2.0,754799.0
1721,6/2015,2.0,754857.0
1722,6/2015,2.0,754915.0
1723,6/2015,2.0,754970.0
1724,6/2015,2.0,755027.0
1725,6/2015,2.0,755140.0
1726,6/2015,2.0,755199.0
1727,6/2015,2.0,755257.0
1728,6/2015,2.0,755319.0
